Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.orderDiffraction,CPMU20.numberRays,PG.cFactor
0,0.03,500,2,500000.0,1.17577026432641
1,0.03,502,2,500000.0,1.17662360156545
2,0.03,504,2,500000.0,1.17747901516844
3,0.03,506,2,500000.0,1.17837189466193
4,0.03,508,2,500000.0,1.1791362468331
5,0.03,510,2,500000.0,1.18000708146274
6,0.03,512,2,500000.0,1.18089388467086
7,0.03,514,2,500000.0,1.18169303123046
8,0.03,516,2,500000.0,1.18256256858225
9,0.03,518,2,500000.0,1.18333929872482
10,0.03,520,2,500000.0,1.18413280440169
11,0.03,522,2,500000.0,1.184814908884
12,0.03,524,2,500000.0,1.18564428721044
13,0.03,526,2,500000.0,1.18623535979449
14,0.03,528,2,500000.0,1.18691311580508
15,0.03,530,2,500000.0,1.18740617352132
16,0.03,532,2,500000.0,1.18810554884438
17,0.03,534,2,500000.0,1.18943277689967
18,0.03,536,2,500000.0,1.19165789569026
19,0.03,538,2,500000.0,1.1933953170949
20,0.03,540,2,500000.0,1.19462031821519
21,0.03,542,2,500000.0,1.19557065892945
22,0.03,544,2,500000.0,1.19668353378915
23,0.03,546,2,500000.0,1.19757869607337
24,0.03,548,2,500000.0,1.19860065465315
25,0.03,550,2,500000.0,1.19963845879841
26,0.03,552,2,500000.0,1.20065872263705
27,0.03,554,2,500000.0,1.20181115118366
28,0.03,556,2,500000.0,1.20295231364558
29,0.03,558,2,500000.0,1.20410472404016
30,0.03,560,2,500000.0,1.20514112000624
31,0.03,562,2,500000.0,1.20653239223348
32,0.03,564,2,500000.0,1.20811897847302
33,0.03,566,2,500000.0,1.2098506842126
34,0.03,568,2,500000.0,1.21147483348648
35,0.03,570,2,500000.0,1.21322571296527
36,0.03,572,2,500000.0,1.22040172983306
37,0.03,574,2,500000.0,1.22372713714585
38,0.03,576,2,500000.0,1.22027554950736
39,0.03,578,2,500000.0,1.21702969464689
40,0.03,580,2,500000.0,1.21534946177801
41,0.03,582,2,500000.0,1.21559007975785
42,0.03,584,2,500000.0,1.21587072513883
43,0.03,586,2,500000.0,1.21614745395122
44,0.03,588,2,500000.0,1.21641984515278
45,0.03,590,2,500000.0,1.21696884226858
46,0.03,592,2,500000.0,1.21747564218327
47,0.03,594,2,500000.0,1.21811891168984
48,0.03,596,2,500000.0,1.21860384648691
49,0.03,598,2,500000.0,1.21910049382016
50,0.03,600,2,500000.0,1.21985929056978
51,0.03,602,2,500000.0,1.22050059246538
52,0.03,604,2,500000.0,1.22113579614298
53,0.03,606,2,500000.0,1.22175151083902
54,0.03,608,2,500000.0,1.22238215795596
55,0.03,610,2,500000.0,1.22318836533182
56,0.03,612,2,500000.0,1.22388822314828
57,0.03,614,2,500000.0,1.2245971197151
58,0.03,616,2,500000.0,1.2252878876884
