Energy[eV],Reflectivity
2.300537899999998899e+03,9.148079853736236222e-01
2.309495799999998781e+03,9.148557304704874049e-01
2.318453699999999117e+03,9.148953310961310814e-01
2.327411599999998998e+03,9.149390790809769358e-01
2.336369499999998880e+03,9.149869996658487326e-01
2.345327399999999216e+03,9.150095456640783276e-01
2.354285299999999097e+03,9.150175386003706057e-01
2.363243199999998978e+03,9.150293689898634231e-01
2.372201099999998860e+03,9.150450666965523894e-01
2.381158999999998741e+03,9.150470180051153424e-01
2.390116899999999077e+03,9.150250477174912689e-01
2.399074799999998959e+03,9.150065711415276137e-01
2.408032699999998840e+03,9.149916203296789563e-01
2.416990599999999176e+03,9.149755957445739885e-01
2.425948499999999058e+03,9.149203618230600243e-01
2.434906399999998939e+03,9.148681917189297463e-01
2.443864299999998821e+03,9.148191175861133395e-01
2.452822199999998702e+03,9.147731721008547368e-01
2.461780099999999038e+03,9.146877597567019125e-01
2.470737999999998920e+03,9.145895240433324913e-01
2.479695899999998801e+03,9.144937024950495763e-01
2.488653799999999137e+03,9.144003239146104578e-01
2.497611699999999018e+03,9.142685443344755747e-01
2.506569599999998900e+03,9.140431865565992187e-01
2.515527499999998781e+03,9.138173427000652049e-01
2.524485399999998663e+03,9.135909832408908304e-01
2.533443299999998999e+03,9.133640778540894622e-01
2.542401199999998880e+03,9.115643962405018952e-01
2.551359099999998762e+03,9.076575605742210895e-01
2.560316999999999098e+03,9.091837097004648038e-01
2.569274899999998979e+03,9.106128680545995113e-01
2.578232799999998861e+03,9.116763376331452617e-01
2.587190699999998742e+03,9.117346195505581230e-01
2.596148599999998623e+03,9.117960149774485545e-01
2.605106499999998960e+03,9.118605326277118284e-01
2.614064399999998841e+03,9.119281819103306486e-01
2.623022299999998722e+03,9.119393880363136917e-01
2.631980199999999058e+03,9.119083386369674082e-01
2.640938099999998940e+03,9.118802374255231546e-01
2.649895999999998821e+03,9.118551095704819920e-01
2.658853899999998703e+03,9.118329806443055130e-01
2.667811799999998584e+03,9.117684924696264348e-01
2.676769699999998920e+03,9.116980938748557861e-01
2.685727599999998802e+03,9.116302963897994216e-01
2.694685499999998683e+03,9.115651279978709276e-01
2.703643399999999019e+03,9.115010205886472372e-01
2.712601299999998901e+03,9.113992983313640162e-01
2.721559199999998782e+03,9.112998188319467729e-01
2.730517099999998663e+03,9.112026096494172389e-01
2.739474999999998545e+03,9.111076988102465579e-01
2.748432899999998881e+03,9.110091827549322563e-01
2.757390799999998762e+03,9.108807989150592421e-01
2.766348699999998644e+03,9.107543187020977760e-01
2.775306599999998980e+03,9.106297684564426120e-01
2.784264499999998861e+03,9.105071750047185608e-01
2.793222399999998743e+03,9.103788386967051061e-01
2.802180299999998624e+03,9.102206466246696159e-01
2.811138199999998506e+03,9.100639546743853892e-01
2.820096099999998842e+03,9.099087866475414899e-01
2.829053999999998723e+03,9.097551668368560884e-01
2.838011899999998604e+03,9.095941467462522745e-01
2.846969799999998941e+03,9.093858378595303105e-01
2.855927699999998822e+03,9.091782492475674049e-01
2.864885599999998703e+03,9.089713965396889472e-01
2.873843499999998585e+03,9.087652957956589006e-01
2.882801399999998466e+03,9.085409788005996967e-01
2.891759299999998802e+03,9.077776515691674541e-01
2.900717199999998684e+03,9.069897942375975131e-01
2.909675099999998565e+03,9.052907791309999785e-01
2.918632999999998901e+03,9.058894734280026340e-01
2.927590899999998783e+03,9.064718225439264421e-01
2.936548799999998664e+03,9.064601944830511515e-01
2.945506699999998546e+03,9.063307279967709462e-01
2.954464599999998427e+03,9.062030011054903467e-01
2.963422499999998763e+03,9.060770370207741342e-01
2.972380399999998644e+03,9.059528593730520329e-01
2.981338299999998526e+03,9.057931594101301664e-01
2.990296199999998862e+03,9.056032179098912893e-01
2.999254099999998743e+03,9.054143882343382854e-01
3.008211999999998625e+03,9.052266914472033577e-01
3.017169899999998506e+03,9.050401490554184081e-01
3.026127799999998388e+03,9.048481188542217835e-01
3.035085699999998724e+03,9.046237804039912733e-01
3.044043599999998605e+03,9.044001148153443248e-01
3.053001499999998487e+03,9.041771397828555212e-01
3.061959399999998823e+03,9.039548734320297374e-01
3.070917299999998704e+03,9.037333343284909004e-01
3.079875199999998586e+03,9.034846649079188996e-01
3.088833099999998467e+03,9.032246584574052939e-01
3.097790999999998348e+03,9.029648457280256002e-01
3.106748899999998685e+03,9.027052400363273499e-01
3.115706799999998566e+03,9.024458551026031117e-01
3.124664699999998447e+03,9.021516248098561119e-01
3.133622599999998783e+03,9.016658469999284664e-01
3.142580499999998665e+03,9.011747686144450098e-01
3.151538399999998546e+03,9.006782746606190049e-01
3.160496299999998428e+03,9.001762471551043587e-01
3.169454199999998309e+03,8.996685650291215142e-01
3.178412099999998645e+03,8.986132147156365990e-01
3.187369999999998527e+03,8.985490446804572651e-01
3.196327899999998408e+03,8.984861237686271318e-01
3.205285799999998744e+03,8.984244690663261146e-01
3.214243699999998626e+03,8.983640981694330785e-01
3.223201599999998507e+03,8.983050291835703582e-01
3.232159499999998388e+03,8.980619465072480212e-01
3.241117399999998270e+03,8.977687556259935642e-01
3.250075299999998606e+03,8.974754938366893420e-01
3.259033199999998487e+03,8.971821737224213722e-01
3.267991099999998369e+03,8.968888082667022532e-01
3.276948999999998705e+03,8.965954108615046270e-01
3.285906899999998586e+03,8.962692176748199291e-01
3.294864799999998468e+03,8.959413179914380576e-01
3.303822699999998349e+03,8.956129300447461805e-01
3.312780599999998230e+03,8.952840629152749585e-01
3.321738499999998567e+03,8.949547260698600404e-01
3.330696399999998448e+03,8.946236928849223835e-01
3.339654299999998329e+03,8.942666368161155122e-01
3.348612199999998666e+03,8.939087412941258970e-01
3.357570099999998547e+03,8.935500122363283504e-01
3.366527999999998428e+03,8.931904559266176102e-01
3.375485899999998310e+03,8.928300790250107699e-01
3.384443799999998191e+03,8.924680880606682409e-01
3.393401699999998527e+03,8.920815010960660985e-01
3.402359599999998409e+03,8.916937427931994620e-01
3.411317499999998290e+03,8.913048164281819341e-01
3.420275399999998626e+03,8.909147256368959988e-01
3.429233299999998508e+03,8.905234744252111811e-01
3.438191199999998389e+03,8.901310671794488982e-01
3.447149099999998271e+03,8.897153301627658273e-01
3.456106999999998152e+03,8.892962450771253469e-01
3.465064899999998488e+03,8.888756454926237671e-01
3.474022799999998369e+03,8.884535323068537549e-01
3.482980699999998251e+03,8.880299067827116533e-01
3.491938599999998587e+03,8.876047705590878190e-01
3.500896499999998468e+03,8.871616902062068322e-01
3.509854399999998350e+03,8.867102168283467201e-01
3.518812299999998231e+03,8.862568792242799809e-01
3.527770199999998113e+03,8.858016756501444489e-01
3.536728099999998449e+03,8.853446047287555354e-01
3.545685999999998330e+03,8.848856654608745487e-01
3.554643899999998212e+03,8.844155227171465183e-01
3.563601799999998548e+03,8.839295144547794081e-01
3.572559699999998429e+03,8.834412673841045560e-01
3.581517599999998311e+03,8.829507768569321291e-01
3.590475499999998192e+03,8.824580385915004044e-01
3.599433399999998073e+03,8.819630486864995511e-01
3.608391299999998409e+03,8.814658036330547120e-01
3.617349199999998291e+03,8.809438870622430251e-01
3.626307099999998172e+03,8.804191801886784852e-01
3.635264999999998508e+03,8.798918474295928105e-01
3.644222899999998390e+03,8.793618818158116524e-01
3.653180799999998271e+03,8.788292767710279563e-01
3.662138699999998153e+03,8.782940261253194825e-01
3.671096599999998034e+03,8.777452690894688159e-01
3.680054499999998370e+03,8.771816999463107889e-01
3.689012399999998252e+03,8.766150954974653020e-01
3.697970299999998133e+03,8.760454458753617057e-01
3.706928199999998469e+03,8.754727416208126778e-01
3.715886099999998351e+03,8.748969736980267697e-01
3.724843999999998232e+03,8.743181335115368658e-01
3.733801899999998113e+03,8.737164035775509818e-01
3.742759799999997995e+03,8.731079190208663743e-01
3.751717699999998331e+03,8.724959609455847920e-01
3.760675599999998212e+03,8.718805172385319935e-01
3.769633499999998094e+03,8.712615762423856491e-01
3.778591399999998430e+03,8.706391267747554119e-01
3.787549299999998311e+03,8.700102632050121798e-01
3.796507199999998193e+03,8.693579904855215368e-01
3.805465099999998074e+03,8.687017974775803619e-01
3.814422999999997955e+03,8.680416693711113796e-01
3.823380899999998292e+03,8.673775918513046967e-01
3.832338799999998173e+03,8.667095511184084167e-01
3.841296699999998054e+03,8.660375339114477766e-01
3.850254599999998391e+03,8.653546034100143558e-01
3.859212499999998272e+03,8.646506187619301675e-01
3.868170399999998153e+03,8.639422218133500087e-01
3.877128299999998035e+03,8.632293957872024803e-01
3.886086199999997916e+03,8.625121244814837329e-01
3.895044099999998252e+03,8.617903922951196671e-01
3.904001999999998134e+03,8.610641842520077027e-01
3.912959899999998015e+03,8.603255014886374008e-01
3.921917799999998351e+03,8.595668881898280711e-01
3.930875699999998233e+03,8.588033632868307121e-01
3.939833599999998114e+03,8.580349087157930210e-01
3.948791499999997995e+03,8.572615070988316432e-01
3.957749399999997877e+03,8.564831417722865714e-01
3.966707299999998213e+03,8.556997968163452262e-01
3.975665199999998094e+03,8.549044215584692408e-01
3.984623099999997976e+03,8.540861432035271594e-01
3.993580999999998312e+03,8.532624274199747116e-01
4.002538899999998193e+03,8.524332555635527608e-01
4.011496799999998075e+03,8.515986098221407508e-01
4.020454699999997956e+03,8.507584732486690449e-01
4.029412599999997838e+03,8.499128297959659406e-01
4.038370499999998174e+03,8.490589917238319240e-01
4.047328399999998055e+03,8.481778847563292700e-01
4.056286299999997937e+03,8.472907963518143681e-01
4.065244199999998273e+03,8.463977079541452619e-01
4.074202099999998154e+03,8.454986020183894446e-01
4.083159999999998035e+03,8.445934620499878642e-01
4.092117899999997917e+03,8.436822726475923240e-01
4.101075799999997798e+03,8.427650195435679725e-01
4.110033699999998134e+03,8.418214785402280409e-01
4.118991599999997561e+03,8.408670566909324240e-01
4.127949499999997897e+03,8.399061097760315286e-01
4.136907399999998233e+03,8.389386224902153355e-01
4.145865299999997660e+03,8.379645808267293106e-01
4.154823199999997996e+03,8.369839721268210742e-01
4.163781099999998332e+03,8.359967851292224861e-01
4.172738999999997759e+03,8.349922064068766581e-01
4.181696899999998095e+03,8.339654216618621607e-01
4.190654799999998431e+03,8.329315729918609357e-01
4.199612699999997858e+03,8.318906486820247803e-01
4.208570599999998194e+03,8.308426386168603628e-01
4.217528499999998530e+03,8.297875343362250966e-01
4.226486399999997957e+03,8.287253290918388249e-01
4.235444299999997384e+03,8.276560179077215862e-01
4.244402199999997720e+03,8.265559566232141275e-01
4.253360099999998056e+03,8.254453216546789873e-01
4.262317999999997483e+03,8.243271043000537368e-01
4.271275899999997819e+03,8.232013007996884513e-01
4.280233799999998155e+03,8.220679094254575991e-01
4.289191699999997581e+03,8.209269305500291880e-01
4.298149599999997918e+03,8.197783667125734253e-01
4.307107499999998254e+03,8.186157742917244962e-01
4.316065399999997680e+03,8.174246119206752814e-01
4.325023299999998017e+03,8.162254054749789045e-01
4.333981199999998353e+03,8.150181604693157444e-01
4.342939099999997779e+03,8.138028849026145428e-01
4.351896999999998116e+03,8.125795893341096754e-01
4.360854899999998452e+03,8.113482869579650147e-01
4.369812799999997878e+03,8.101089936823474558e-01
4.378770699999997305e+03,8.088486587252179394e-01
4.387728599999997641e+03,8.075648762746985287e-01
4.396686499999997977e+03,8.062726714044503584e-01
4.405644399999997404e+03,8.049720654921890262e-01
4.414602299999997740e+03,8.036630830154221083e-01
4.423560199999998076e+03,8.023457516342008544e-01
4.432518099999997503e+03,8.010201022778270508e-01
4.441475999999997839e+03,7.996861692312640102e-01
4.450433899999998175e+03,7.983271370252300603e-01
4.459391799999997602e+03,7.969465359163883100e-01
4.468349699999997938e+03,7.955572538049623388e-01
4.477307599999998274e+03,7.941593332582244091e-01
4.486265499999997701e+03,7.927528206424584445e-01
4.495223399999998037e+03,7.913377662177077942e-01
4.504181299999998373e+03,7.899142242293897276e-01
4.513139199999997800e+03,7.884822530017986386e-01
4.522097099999997226e+03,7.870249227058516706e-01
4.531054999999997563e+03,7.855443392218133258e-01
4.540012899999997899e+03,7.840549868780372078e-01
4.548970799999997325e+03,7.825569357022946759e-01
4.557928699999997662e+03,7.810502602979374487e-01
4.566886599999997998e+03,7.795350399359787241e-01
4.575844499999997424e+03,7.780113586501690159e-01
4.584802399999997760e+03,7.764793053269385403e-01
4.593760299999998097e+03,7.749268816280071581e-01
4.602718199999997523e+03,7.733464266221644623e-01
4.611676099999997859e+03,7.717573633508745257e-01
4.620633999999998196e+03,7.701597962985629042e-01
4.629591899999997622e+03,7.685538353184467875e-01
4.638549799999997958e+03,7.669395957241589290e-01
4.647507699999997385e+03,7.653171983726361205e-01
4.656465599999997721e+03,7.636867697524364340e-01
4.665423499999998057e+03,7.620452120979879229e-01
4.674381399999997484e+03,7.603645143742462365e-01
4.683339299999997820e+03,7.586756413371185115e-01
4.692297199999997247e+03,7.569787389423133783e-01
4.701255099999997583e+03,7.552739592687163217e-01
4.710212999999997919e+03,7.535614605959048973e-01
4.719170899999997346e+03,7.518414074668551272e-01
4.728128799999997682e+03,7.501139707553746705e-01
4.737086699999998018e+03,7.483793277273919076e-01
4.746044599999997445e+03,7.466135139108647234e-01
4.755002499999997781e+03,7.448285882170021521e-01
4.763960399999998117e+03,7.430364698699475356e-01
4.772918299999997544e+03,7.412373598222444793e-01
4.781876199999997880e+03,7.394314658015985753e-01
4.790834099999997306e+03,7.376190023456186129e-01
4.799791999999997643e+03,7.358001908317785000e-01
4.808749899999997979e+03,7.339752594940828212e-01
4.817707799999997405e+03,7.321401557158349060e-01
4.826665699999997742e+03,7.302656568352957622e-01
4.835623599999997168e+03,7.283852158903086904e-01
4.844581499999997504e+03,7.264990880407881102e-01
4.853539399999997840e+03,7.246075355066531332e-01
4.862497299999997267e+03,7.227108275558338235e-01
4.871455199999997603e+03,7.208092404722232782e-01
4.880413099999997939e+03,7.189030575211335927e-01
4.889370999999997366e+03,7.169925689032895511e-01
4.898328899999997702e+03,7.150609379785579645e-01
4.907286799999998038e+03,7.131011951761696555e-01
4.916244699999997465e+03,7.111375237652619585e-01
4.925202599999997801e+03,7.091702432242351639e-01
4.934160499999997228e+03,7.071996798486579472e-01
4.943118399999997564e+03,7.052261666531178808e-01
4.952076299999997900e+03,7.032500432531082479e-01
4.961034199999997327e+03,7.012716557436475817e-01
4.969992099999997663e+03,6.992913565626593941e-01
4.978949999999997090e+03,6.972844779560298800e-01
4.987907899999997426e+03,6.952577656459310029e-01
4.996865799999997762e+03,6.932297418112545184e-01
