,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.04,500,1.5,1,500000.0,,100000.0,20.0,,100.0,0.09997993374698126,0.03585500703754642,0.007675531806935008,0.20004014131442183,20.004014131442183,,,
1,1,0.04,500,2.25,1,500000.0,,100000.0,20.0,,100.0,0.09358362954172672,0.03567828084893682,0.00765138176137761,0.218854881647444,21.885488164744395,,,
2,2,0.04,500,3.0,1,500000.0,,100000.0,20.0,,100.0,0.09357557816532344,0.03671980954863739,0.007691944525090239,0.2188716616586174,21.887166165861732,,,
3,3,0.04,500,5.0,1,500000.0,,100000.0,20.0,,100.0,0.09993358999432077,0.03601803807912839,0.007656462988830227,0.2001329951556376,20.01329951556376,,,
4,4,0.04,501,1.5,1,500000.0,,100000.0,20.0,,100.2,0.10015841700989996,0.035751165471442026,0.007654259367679006,0.20008308601544128,20.008308601544137,,,
5,5,0.04,501,2.25,1,500000.0,,100000.0,20.0,,100.2,0.09999132462857917,0.03587133491001467,0.007655875637236467,0.20041993119441784,20.041993119441788,,,
6,6,0.04,501,3.0,1,500000.0,,100000.0,20.0,,100.2,0.10018063254171694,0.0359443611618284,0.007657398343584563,0.2000386717134424,20.00386717134424,,,
7,7,0.04,501,5.0,1,500000.0,,100000.0,20.0,,100.2,0.1001673351703448,0.03677235498965439,0.00764849159094923,0.2000652408228873,20.006524082288728,,,
8,8,0.04,502,1.5,1,500000.0,,100000.0,20.0,,100.4,0.10036965698704078,0.03681207379484181,0.007600512743192825,0.2000604755252741,20.00604755252741,,,
9,9,0.04,502,2.25,1,500000.0,,100000.0,20.0,,100.4,0.10038167770205972,0.035543243532507734,0.007634481137475533,0.200036510412572,20.0036510412572,,,
10,10,0.04,502,3.0,1,500000.0,,100000.0,20.0,,100.4,0.10034898415417044,0.03567482121984814,0.0076532060801437875,0.2001016886197986,20.01016886197986,,,
11,11,0.04,502,5.0,1,500000.0,,100000.0,20.0,,100.4,0.10035330426037715,0.03590769321043143,0.00757861263872752,0.2000930732654008,20.009307326540075,,,
12,12,0.04,503,1.5,1,500000.0,,100000.0,20.0,,100.6,0.1005739388925599,0.03579176792431241,0.007646678623352117,0.20005183633177223,20.005183633177225,,,
13,13,0.04,503,2.25,1,500000.0,,100000.0,20.0,,100.6,0.10052741096753832,0.035473722939996566,0.007642599357797571,0.20014451745751055,20.014451745751053,,,
14,14,0.04,503,3.0,1,500000.0,,100000.0,20.0,,100.6,0.10053284878086514,0.03578272157491656,0.007669146320341849,0.20013365428635949,20.013365428635954,,,
15,15,0.04,503,5.0,1,500000.0,,100000.0,20.0,,100.6,0.10056353031380923,0.03557945645423946,0.0076036311217135485,0.20007253570186456,20.007253570186457,,,
16,16,0.04,504,1.5,1,500000.0,,100000.0,20.0,,100.8,0.10075302024662276,0.03607103341774554,0.007685559887679433,0.20009327568468044,20.009327568468045,,,
17,17,0.04,504,2.25,1,500000.0,,100000.0,20.0,,100.8,0.09432754995693104,0.03587457708881145,0.00759666163107929,0.2188879118186384,21.888791181863844,,,
18,18,0.04,504,3.0,1,500000.0,,100000.0,20.0,,100.8,0.1006953979021182,0.03585115374448764,0.0075902794910043805,0.20020797054452427,20.020797054452437,,,
19,19,0.04,504,5.0,1,500000.0,,100000.0,20.0,,100.8,0.10076596627295656,0.03580427155585927,0.007667764000614265,0.20006755210119856,20.006755210119856,,,
20,20,0.04,505,1.5,1,500000.0,,100000.0,20.0,,101.0,0.10095730700362082,0.036005900690560595,0.007636544920417309,0.2000846152982986,20.00846152982985,,,
21,21,0.04,505,2.25,1,500000.0,,100000.0,20.0,,101.0,0.10094668400077124,0.03568243856773095,0.007660999063899822,0.20010565928188587,20.01056592818859,,,
22,22,0.04,505,3.0,1,500000.0,,100000.0,20.0,,101.0,0.10094180517055291,0.035690428630051736,0.007610965761848359,0.20011536068123328,20.011536068123327,,,
23,23,0.04,505,5.0,1,500000.0,,100000.0,20.0,,101.0,0.10094715814073651,0.036018871791052294,0.007666612818542158,0.2001047183548638,20.010471835486385,,,
24,24,0.04,506,1.5,1,500000.0,,100000.0,20.0,,101.2,0.10114168339936667,0.03599075318116048,0.00761180634045867,0.20011537992460623,20.01153799246063,,,
25,25,0.04,506,2.25,1,500000.0,,100000.0,20.0,,101.2,0.10114730407989328,0.036184131760953926,0.007621912710603683,0.2001042231224631,20.01042231224631,,,
