,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
0,0,0.03,500.0,2.25,1,500000.0,,913.0,0.1825999999999999,500.0,0.036497690663964,0.0103712325696753,0.0084581645377937,2533173870619.946,13.699496897037235,2.501528133398999,34703207580213.75,5.496762852794637e-05,3.073702982270023e-05
1,1,0.03,501.0,2.25,1,500000.0,,872.0,0.1744,501.0,0.0427243554203187,0.0127180515466722,0.0087793502017465,2418024142144.14,11.726332558354663,2.0450723981770538,28354555224912.44,5.2564214768373015e-05,2.940698621952449e-05
2,2,0.03,502.0,2.25,1,500000.0,,873.0,0.1746,502.0,0.0437925787507538,0.0091298106502322,0.0096732657676283,2419402815332.402,11.463129468971015,2.00146240528234,27733927709748.293,5.271083893341159e-05,2.9491260086579456e-05
3,3,0.03,503.0,2.25,1,500000.0,,868.0,0.1736,503.0,0.0510240930606187,0.0114924109811184,0.0090153431308624,2404159678977.8403,9.85808800956864,1.7113640784611162,23700417704419.844,5.248308119185153e-05,2.937284442171521e-05
4,4,0.03,504.0,2.25,1,500000.0,,892.0,0.1784,504.0,0.0426856655030292,0.0097558564048054,0.0096535690599619,2469209504491.9146,11.807242409380576,2.106412045833495,29154555179082.53,5.401427737243347e-05,3.0237123978244766e-05
5,5,0.03,505.0,2.25,1,500000.0,,902.0,0.1804,505.0,0.0377602960870149,0.0118824324662088,0.0092112527051069,2495450618486.724,13.37383580987492,2.4126399801014355,33373746843292.27,5.470671061698879e-05,3.062906029934622e-05
6,6,0.03,506.0,2.25,1,500000.0,,895.0,0.179,506.0,0.0327066862735705,0.0128670247765357,0.0090717796963885,2474655166699.9404,15.47084274351835,2.7692808510897846,38285000928449.97,5.4348217024838254e-05,3.0444149980536903e-05
7,7,0.03,507.0,2.25,1,500000.0,,905.0,0.181,507.0,0.0366589530599981,0.0103588568245954,0.0081125807087094,2500859546815.7314,13.83018219778986,2.5032629777999644,34587343183543.742,5.50322608225129e-05,3.083793314335144e-05
8,8,0.03,508.0,2.25,1,500000.0,,855.0,0.1709999999999999,508.0,0.044641489397236,0.0092519695246353,0.0093802127664475,2361324969055.7,11.379548640943264,1.9459028176012976,26870812342443.18,5.206808767607132e-05,2.918507799730288e-05
9,9,0.03,509.0,2.25,1,500000.0,,889.0,0.1778,509.0,0.0407526692289366,0.0097864701279126,0.0080920021484479,2453805766819.7246,12.48997942050339,2.2207183409655027,30647983529490.9,5.422584050913158e-05,3.039882308367232e-05
10,10,0.03,510.0,2.25,1,500000.0,,891.0,0.1782,510.0,0.0430762106866495,0.0111352933412848,0.009330283455185,2457903101217.808,11.839481511266314,2.109795605307657,29100298323352.37,5.4423098101298776e-05,3.0520749479311484e-05
11,11,0.03,511.0,2.25,1,500000.0,,898.0,0.1796,511.0,0.0425551509079014,0.0071142210533103,0.0086962303739498,2475779008185.2666,12.00794707803798,2.156627295215621,29729023307206.043,5.492842295212174e-05,3.0810500600650144e-05
12,12,0.03,512.0,2.25,1,500000.0,,888.0,0.1776,512.0,0.0360266723472477,0.0083804689760954,0.0081973919358737,2446790838889.998,14.211692799851772,2.5239966412536745,34773039747796.26,5.438147990332345e-05,3.051703086799e-05
13,13,0.03,513.0,2.25,1,500000.0,,964.0,0.1928,513.0,0.0412593630147739,0.0105680549279754,0.0090589820068416,2654661236973.448,12.433541444067073,2.397186790416132,33006840509867.723,5.912986032933452e-05,3.3182966815466764e-05
14,14,0.03,514.0,2.25,1,500000.0,,861.0,0.1722,514.0,0.0387035249300424,0.0111544191148107,0.0096396721379902,2369644921940.507,13.280444117921222,2.286892477106034,31469936965146.7,5.288430155259391e-05,2.968603407240302e-05
15,15,0.03,515.0,2.25,1,500000.0,,901.0,0.1802,515.0,0.0414271263716727,0.00967732274717,0.0097306372722968,2478293945697.744,12.431468100866123,2.240150551776076,30808832130511.15,5.542075969931594e-05,3.11162079604068e-05
16,16,0.03,516.0,2.25,1,500000.0,,911.0,0.1822,516.0,0.0389199526156289,0.0098575255051976,0.008749219922039,2504345001796.7656,13.257981197869997,2.415604174251913,33202558946801.22,5.612242184715223e-05,3.151338809578103e-05
17,17,0.03,517.0,2.25,1,500000.0,,892.0,0.1784,517.0,0.0505746361484398,0.0099179426960113,0.0100190332132533,2450689240966.2607,10.222515461753826,1.8236967583768824,25052208657731.348,5.501627941121316e-05,3.0907112551042434e-05
18,18,0.03,518.0,2.25,1,500000.0,,921.0,0.1842,518.0,0.0391745931308378,0.0101700429396123,0.0082137778388816,2528893163106.4087,13.222855902292345,2.43565005720225,33439189888048.33,5.689640527184401e-05,3.196480718310034e-05
19,19,0.03,519.0,2.25,1,500000.0,,920.0,0.184,519.0,0.0463800002688685,0.0116929542669306,0.009373887024463,2524677995607.906,11.190168111067605,2.05899093243644,28251571197165.664,5.6900728955827816e-05,3.198314717326544e-05
20,20,0.03,520.0,2.25,1,500000.0,,961.0,0.1922,520.0,0.044027448370798,0.010059774622195,0.0079105490420767,2635655982032.342,11.810813918185149,2.2700384350751857,31129242356135.523,5.9527364279326174e-05,3.346414301100223e-05
21,21,0.03,521.0,2.25,1,500000.0,,971.0,0.1941999999999999,521.0,0.0464645227940536,0.0085784440479294,0.0093276251938335,2661412416891.2847,11.212855931163796,2.177536621832009,29842034004012.41,6.02246782473691e-05,3.386635737673092e-05
22,22,0.03,522.0,2.25,1,500000.0,,931.0,0.1862,522.0,0.0450185207275808,0.0088546693832926,0.0080676832179689,2550103522012.578,11.5952277321319,2.15903140372296,29569031078247.48,5.782091232482666e-05,3.252232563209456e-05
23,23,0.03,523.0,2.25,1,500000.0,,950.0,0.19,523.0,0.0458836234233785,0.0116387482405404,0.0089675713762968,2600439353099.7305,11.39840232699498,2.1656964421290463,29640853973581.293,5.906428369103109e-05,3.323840285142082e-05
24,24,0.03,524.0,2.25,1,500000.0,,955.0,0.191,524.0,0.0420712155776072,0.0102502166892691,0.0090548187908121,2612409793351.3027,12.45507154489976,2.3789186650758536,32537750880787.27,5.9460590242075386e-05,3.346620946959643e-05
25,25,0.03,525.0,2.25,1,500000.0,,979.0,0.1958,525.0,0.0388294968433911,0.0097167765767137,0.0092273028320607,2676302767295.5977,13.520649060106392,2.647343085968832,36185350495195.36,6.103109645742396e-05,3.436168472991828e-05
26,26,0.03,526.0,2.25,1,500000.0,,956.0,0.1912,526.0,0.047462284826679,0.0114588641313009,0.0096848397925935,2611709541778.976,11.082483743056764,2.1189708916724537,28944228538351.727,5.967594194316809e-05,3.3607813190024106e-05
27,27,0.03,527.0,2.25,1,500000.0,,932.0,0.1864,527.0,0.0490752225842925,0.0100014234461802,0.0086654402695809,2544468858939.8022,10.738616602192987,2.001678134648773,27324075532374.008,5.826080760167457e-05,3.281639654583115e-05
28,28,0.03,528.0,2.25,1,500000.0,,928.0,0.1856,528.0,0.0350185749185811,0.0112744057596266,0.0088478281245064,2531880826594.7886,15.077712363441677,2.798423414654775,38174970841909.17,5.807187457270937e-05,3.2727858750083224e-05
29,29,0.03,529.0,2.25,1,500000.0,,946.0,0.1892,529.0,0.0393117634080226,0.0099916680005549,0.009395876058321,2579290673854.448,13.45653194209148,2.545975843443708,34708307340661.027,5.928662579629898e-05,3.341622759774049e-05
30,30,0.03,530.0,2.25,1,500000.0,,984.0,0.1968,530.0,0.0400049715390196,0.0100629757718711,0.0085223855339025,2681130350404.313,13.248353382355353,2.607275945647533,35520562346314.57,6.173258969325359e-05,3.4814494258735504e-05
31,31,0.03,531.0,2.25,1,500000.0,,966.0,0.1931999999999999,531.0,0.0522550477827508,0.0088789099123114,0.0102008624656747,2630464477540.4272,10.161697721675056,1.9632399998276209,26729984888369.723,6.069148115622297e-05,3.423284056560401e-05
32,32,0.03,532.0,2.25,1,500000.0,,904.0,0.1808,532.0,0.0496423606407461,0.008895595528149,0.0082109953620909,2460191693351.9663,10.716653945004742,1.9375710332568568,26365023016028.246,5.686975458465576e-05,3.208853885856613e-05
33,33,0.03,533.0,2.25,1,500000.0,,980.0,0.196,533.0,0.0460926715480809,0.0107718288037948,0.0094479459975008,2665456785785.586,11.563660384579972,2.266477435377675,30822437040598.645,6.17327526342102e-05,3.48437839248474e-05
34,34,0.03,534.0,2.25,1,500000.0,,961.0,0.1922,534.0,0.0521964650909012,0.0094019792936549,0.0096234783802678,2612244725094.829,10.230577857524024,1.9663170642161167,26724773042989.09,6.060491519199286e-05,3.4224915305133034e-05
35,35,0.03,535.0,2.25,1,500000.0,,936.0,0.1872,535.0,0.0494375624973599,0.0089027460153253,0.008083226655614,2542793397484.528,10.82173094655647,2.025828033195371,27517426000257.78,5.9114995049484944e-05,3.339001733959249e-05
36,36,0.03,536.0,2.25,1,500000.0,,961.0,0.1922,536.0,0.0432031636732972,0.0093433637150007,0.0084569347602642,2609175050509.0835,12.406498840067302,2.3845290770609355,32370727237673.49,6.077161910735039e-05,3.433903116612848e-05
37,37,0.03,537.0,2.25,1,500000.0,,996.0,0.1992,537.0,0.0466534234561777,0.0116317250579115,0.009825179379014,2702611500898.383,11.51040931657271,2.292873535861284,31108164599017.305,6.306766019998101e-05,3.5649209641132244e-05
38,38,0.03,538.0,2.25,1,500000.0,,975.0,0.1949999999999999,538.0,0.0403992382580327,0.0101735129061145,0.0093050091294354,2644071531243.7607,13.31708277675329,2.596831141466892,35211319449229.984,6.182787801232672e-05,3.4956116073954785e-05
39,39,0.03,539.0,2.25,1,500000.0,,936.0,0.1872,539.0,0.0486695714971574,0.0104860961354513,0.0092430280457466,2536813760830.5054,11.074681436870272,2.0731803649821146,28094404265866.656,5.941911277659218e-05,3.361433144746895e-05
40,40,0.03,540.0,2.25,1,500000.0,,976.0,0.1951999999999999,540.0,0.0433298813549072,0.0109866344706597,0.0099888612108224,2643665811139.948,12.46253123974556,2.4326860979983334,32946767758778.887,6.205277344157224e-05,3.5109982391525095e-05
41,41,0.03,541.0,2.25,1,500000.0,,961.0,0.1922,541.0,0.0532219032991179,0.0095593319246718,0.0091879846048495,2601389872416.892,10.164987842683304,1.953710663363732,26443096427197.176,6.116226300126258e-05,3.4623388625517614e-05
42,42,0.03,542.0,2.25,1,500000.0,,1021.0,0.2042,542.0,0.0455506468410931,0.0076459636460024,0.0085829226492845,2761972873315.364,11.89884310294886,2.429743761622157,32864281874180.36,6.50698158935741e-05,3.6840510678455794e-05
43,43,0.03,543.0,2.25,1,500000.0,,945.0,0.189,543.0,0.0449926653481043,0.0093291858598409,0.0094556907310947,2554682264150.9434,12.068633760610904,2.280971780755461,30831524620765.977,6.029726381851647e-05,3.414973055988253e-05
44,44,0.03,544.0,2.25,1,500000.0,,959.0,0.1918,544.0,0.0460551816131555,0.0105694334341684,0.0091123390471469,2590806138364.78,11.81191737705812,2.2655257529197472,30602388046339.79,6.09824922387448e-05,3.47081542315471e-05
45,45,0.03,545.0,2.25,1,500000.0,,953.0,0.1906,545.0,0.0427743227676273,0.009783239120343,0.0096595696234671,2572884226415.094,12.741288809193463,2.4284896470322748,32781861001373.027,6.066298387494719e-05,3.454340341562894e-05
